Original Address,Best Match,Score
"calle ortega y gasset / miguel de unamuno, Region de Murcia, Espana",Calle Ortega y Gasset,90
"avenida calle diana, Region de Murcia, Espana",Calle Diana,90
" urbanizaciveneziola golf nda, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle verdemar  julieta orbaicetak k ndderch, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle laurel, Region de Murcia, Espana",Calle Laurel,90
"calle ignacio aznar, Region de Murcia, Espana",Calle I,90
"calle urbanizacion oasiszeus, Region de Murcia, Espana",Urbanizacion Oasis,90
" paraje ., Unnamed: 0                                               1171
type_of_street                                            NaN
addresses         paraje37.67776836977727, -0.967635165561684
neighborhood                                         la palma
province                                              almeria
street_name                                          paraje .
house_number                                37 67776836977727
floor_number                                              NaN
Name: 1170, dtype: object, Espana",Camino Natural Via Verde de Villacanas a Quintanar de la Orden o del Trenillo,86
"calle general escano, Region de Murcia, Espana",Calle G,90
"calle torre riviera ndb, Region de Murcia, Espana",Calle Torre,90
"calle urbanizacion lo santiagola siembra, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle abrazo bajo j, Region de Murcia, Espana",Calle A,90
"calle ronda de golflaurel p, Region de Murcia, Espana",Calle Ronda,90
"calle gondora  bajo, Region de Murcia, Espana",Calle G,90
" saavedra fajardo, Region de Murcia, Espana",Saavedra Fajardo,90
"calle golondrina, Region de Murcia, Espana",Calle Golondrina,90
" carretera. torre pacheco, Region de Murcia, Espana",Circunvalacion de Murcia,86
" carreteramiranda - la guia, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle canalejas nnd, Region de Murcia, Espana",Calle Canalejas,90
"avenida libertad, Region de Murcia, Espana",Avenida Libertad,90
"calle carmen conde, Region de Murcia, Espana",Calle Carmen Conde,90
"calle azoteas m, Region de Murcia, Espana",Calle A,90
" manga azul, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle la paz, Region de Murcia, Espana",Calle La Paz,90
"calle los garcia, Region de Murcia, Espana",Circunvalacion de Murcia,86
" antonio de ramos, Region de Murcia, Espana",Circunvalacion de Murcia,86
" plaza del sureste, Region de Murcia, Espana",Plaza del Sur,90
"calle sierra de iguana, Region de Murcia, Espana",Calle Sierra,90
"calle ave fria, Region de Murcia, Espana",Calle A,90
"calle guadana, Region de Murcia, Espana",Calle,90
"calle jalea nnd, Region de Murcia, Espana",Calle J,90
" poligonojunto a la torre de pujantela tercia, Region de Murcia, Espana",Circunvalacion de Murcia,86
" carreteradelante de los invernaderos, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizaciacapulco del mediterraneo, Region de Murcia, Espana",Mediterraneo,90
"calle edif, Region de Murcia, Espana",Calle,90
" ignacio aznar   bajo, Region de Murcia, Espana",Circunvalacion de Murcia,86
" casa, Region de Murcia, Espana",Ronda de Levante,86
"calle abremanos, Region de Murcia, Espana",Calle A,90
"calle budapest, Unnamed: 0                              1209
type_of_street                         calle
addresses         budapest, 10.38 5nd planta
neighborhood                         corvera
province                              madrid
street_name                         budapest
house_number                             NaN
floor_number                             5nd
Name: 1208, dtype: object, Espana",Paseo Central de la Avenida de la Capital de Espana Madrid,86
"calle ribera beach   bloque    nd  gongora, Region de Murcia, Espana",Calle Ribera,90
"calle juan perez, Region de Murcia, Espana",Calle Juan Perez,90
"calle hilanderas, Region de Murcia, Espana",Calle Hilanderas,90
"calle alessandria nnd, Region de Murcia, Espana",Calle A,90
"calle caballete nnd, Region de Murcia, Espana",Calle C,90
"calle ponciano, Region de Murcia, Espana",Calle,90
"calle ignacio aznar b, Region de Murcia, Espana",Calle I,90
"calle del abrazo  porton    bajo d, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle actor jose baeza, Region de Murcia, Espana",Calle A,90
"calle ruben dario, Region de Murcia, Espana",Calle Ruben Dario,90
"calle galvilla, Region de Murcia, Espana",Calle,90
"calle conde de lemos nnd, Region de Murcia, Espana",Calle C,90
"calle zamora vivancos, Region de Murcia, Espana",Calle Zamora,90
"calle monzon, Region de Murcia, Espana",Calle,90
"calle caserio los nietos miranda, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle san bernardo nnd, Region de Murcia, Espana",Calle San Bernardo,90
"calle avd.la estacion nnd   antes de la  via del tren, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizaciresidencial yatay ndderec, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle aguador nnd, Region de Murcia, Espana",Calle A,90
"calle miguel de cervantes, Region de Murcia, Espana",Calle Miguel de Cervantes,90
"calle pio baroja nnd, Region de Murcia, Espana",Calle Pio Baroja,90
"avenida gran via, Region de Murcia, Espana",Gran Via,90
"calle hermano gonzalo, Region de Murcia, Espana",Calle H,90
"calle finca la loma, Region de Murcia, Espana",Calle F,90
"calle urbanizacion el pedruchillo  escalera   -   derech, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle lugar fuente amarga, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle urbanizacion la finca chalet, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacipedruchillo-duplex, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle gran via la manga, Region de Murcia, Espana",Calle Gran Via,90
"calle opalo  . portal   apart. nnd, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle urbanizacion la finca, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle urbanizacion sirenas  gran viaapto, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle canario, Region de Murcia, Espana",Calle,90
"calle alcacil, Region de Murcia, Espana",Calle Alcacil,90
"calle abrevadero-carretera de la union, Region de Murcia, Espana",De La Union,90
"calle urbanizacion la torre de miranda, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle juan fernandez, Region de Murcia, Espana",Calle Juan Fernandez,90
" vaporeto  a, Region de Murcia, Espana",Circunvalacion de Murcia,86
" gondolas  ndd, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle ribera   bj, Region de Murcia, Espana",Calle Ribera,90
"calle rivera, Region de Murcia, Espana",Calle,90
"calle camino de las gilas, Region de Murcia, Espana",Calle C,90
"calle linterna, Region de Murcia, Espana",Calle,90
"calle magdalena f, Region de Murcia, Espana",Calle Magdalena,90
" carretera la palma  s/n  los salazares, Region de Murcia, Espana",La Palma,90
"calle toscana, Region de Murcia, Espana",Calle,90
"calle el guitarrista, Region de Murcia, Espana",Calle E,90
"calle el trillo nnd   urbanizacion lo santiago (el trmpolin), Region de Murcia, Espana",Calle El Trillo,90
"calle galapagar nnd, Region de Murcia, Espana",Calle G,90
"calle puntaletes, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle isla cunillera, Region de Murcia, Espana",Calle I,90
"calle edificio noray, Region de Murcia, Espana",Calle E,90
"calle manga beach  a porton  nd, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle velazquez, Region de Murcia, Espana",Calle Velazquez,90
"calle urbanizacion las palmeras, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle km   - urbanizacion las palmeras area  esc    ndc, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle zambra, Region de Murcia, Espana",Calle,90
"calle urbanizacion villa cristal, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle urbanizacion agata, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle finca el pino, Region de Murcia, Espana",Calle F,90
"calle actor jose baeza   nnd, Unnamed: 0                            1290
type_of_street                       calle
addresses         actor jose baeza 1 nnd13
neighborhood                      la union
province                          alicante
street_name         actor jose baeza   nnd
house_number                          1 13
floor_number                           NaN
Name: 1289, dtype: object, Espana",Acceso al Aeropuerto Internacional de la Region de Murcia,86
" paraje los martinez, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle res. club nautico bloq. i esc.    nd dcha, Region de Murcia, Espana",Circunvalacion de Murcia,86
" finca villa juanita, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle com. veneziola golf bloque     nda, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle ronda golf  calle acacia  atico, Region de Murcia, Espana",Calle Acacia,90
"calle bloque o  a planta verdemar  avenida julieta orbaiceta nnd  bl-, Region de Murcia, Espana",Circunvalacion de Murcia,86
"avenida de taray clubgran via de la manga, Region de Murcia, Espana",Avenida D,90
"calle deportista jesus hernandez tito, Region de Murcia, Espana",Calle Deportista Jesus Hernandez Tito,90
"calle goleta, Region de Murcia, Espana",Calle Goleta,90
"calle urbanizacion nuevas sirenas bq -esc - piso-apar, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle fuencarral, Region de Murcia, Espana",Calle F,90
"calle loma chica, Region de Murcia, Espana",Calle Loma,90
"calle algodonales, Region de Murcia, Espana",Calle A,90
"calle caserio los garcia, Region de Murcia, Espana",Calle C,90
"calle c.p hawai    portal    ndb, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle santiago alvaro, Region de Murcia, Espana",Calle Santiago,90
"calle jimenez de la espada, Region de Murcia, Espana",Calle J,90
"calle poligono entremares, Region de Murcia, Espana",Calle Poligono,90
"calle c.p. ribalta, Region de Murcia, Espana",Calle C,90
"calle sindicatos, Region de Murcia, Espana",Calle Sindicatos,90
"calle madrid, Region de Murcia, Espana",Calle Madrid,90
"calle cervantes nnd, Region de Murcia, Espana",Calle Cervantes,90
"calle el divino, Region de Murcia, Espana",Calle E,90
"calle caserio los sanchez, Region de Murcia, Espana",Calle C,90
"calle alzapuente, Region de Murcia, Espana",Calle A,90
" carretera. la aljorra, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle santa gema - los salazares, Region de Murcia, Espana",Calle Santa Gema,90
"calle asensio carrion ingles, Region de Murcia, Espana",Calle A,90
" paraje fuente amarga, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle plaza reyes catolicos, Region de Murcia, Espana",Calle Plaza,90
"calle lopez de vargas, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle camino la cerca, Region de Murcia, Espana",A Cerca,90
"calle los reyes nnd  la aparecida, Region de Murcia, Espana",Calle Los Reyes,90
"calle rodrigo caro nnd, Region de Murcia, Espana",Calle Rodrigo,90
"calle san pablo nnd, Region de Murcia, Espana",Calle San Pablo,90
"calle moledera nnd, Region de Murcia, Espana",Calle Mole,90
