Unnamed: 0,type_of_street,addresses,neighborhood,province,street_number,floor,street_name,floor_number,street_name2,prov,full,FORMATED_ADDRESS,TYPE_STREET,STREET_NAME,STREET_NUMBER,LOCALITY,PROVINCE,REGION,COUNTRY,POSTAL_CODE,NEIGHBOURHOOD,LAT,LONG,OBSERVATIONS
922,calle,los ingleses 41,la palma,murcia,41,,los ingleses,,los ingleses,Region de Murcia,"calle los ingleses, 41, Region de Murcia, España","Calle, 41, Calar de la Santa, Región de Murcia, España",,Calle,41,Calar de la Santa,Murcia,Región de Murcia,Spain,30441,,38.1798514,-2.173411,
923,calle,cuatro vientos  7  pbj,la puebla,murcia,7,pbj,cuatro vientos     pbj,,cuatro vientos,Region de Murcia,"calle cuatro vientos, 7, Region de Murcia, España","Calle Cuatro Vientos, 7, La Puebla, Región de Murcia, España",Calle,Cuatro Vientos,7,La Puebla,Murcia,Región de Murcia,Spain,30395,,37.7202182,-0.9194367,pbj
924,,"san felix,  18 ,  1 b en corvera",corvera,murcia,18,", 1 b en corvera",san felix,,san felix,Region de Murcia," san felix, 18, Region de Murcia, España","Vereda de San Félix, 18, Cartagena, Región de Murcia, España",,Vereda de San Félix,18,Cartagena,Murcia,Región de Murcia,Spain,30300,,37.63061769999999,-0.9932087999999999,", 1 b en corvera"
925,calle,"abanico,  32",las (albujon) lomas,murcia,32,,abanico,,abanico,Region de Murcia,"calle abanico, 32, Region de Murcia, España","Calle Abanico, 32, Cartagena, Región de Murcia, España",Calle,Abanico,32,Cartagena,Murcia,Región de Murcia,Spain,30330,,37.7046374,-1.0528643,
926,calle,isla aldabra s/n,la manga del mar menor,murcia,,,isla aldabra s/n,,isla aldabra s/n,Region de Murcia,"calle isla aldabra s/n, , Region de Murcia, España","Calle Isla de Aldabra, Cartagena, Spain",Calle,Isla de Aldabra,,La Manga,Murcia,Región de Murcia,Spain,30380,,37.6535807,-0.7226353,
927,,manuel boadilla  1919,la palma,murcia,19,,manuel boadilla,,manuel boadilla,Region de Murcia," manuel boadilla, 19, Region de Murcia, España","Calle Region de Murcia, 19, Jaén, España",Calle,Region de Murcia,19,Jaén,Jaén,Andalucía,Spain,23008,,37.7819449,-3.7917236,
928,calle,"angel ferrant,  6262",la palma,murcia,62,,angel ferrant,,angel ferrant,Region de Murcia,"calle angel ferrant, 62, Region de Murcia, España","Calle Ángel Ferrant, 62, La Palma, Región de Murcia, España",Calle,Ángel Ferrant,62,La Palma,Murcia,Región de Murcia,Spain,30593,,37.6856156,-0.9613661,
929,calle,de la iglesia  6,la aparecida,murcia,6,,de la iglesia,,de la iglesia,Region de Murcia,"calle de la iglesia, 6, Region de Murcia, España","Calle de la Iglesia, 6, San Javier, Región de Murcia, España",Calle,de la Iglesia,6,San Javier,Murcia,Región de Murcia,Spain,30720,,37.8135761,-0.7990237,
930,calle,"francisco roca martinez,  20",el gimenado,murcia,20,,francisco roca martinez,,francisco roca martinez,Region de Murcia,"calle francisco roca martinez, 20, Region de Murcia, España","Calle Francisco Roca Mtnez, Jimenado, Spain",Calle,Francisco Roca Mtnez,20,Jimenado,Murcia,Región de Murcia,Spain,30708,,37.7601536,-1.0326122,
931,,"carreteramazarron  2 , 3 kms/n",cartagena,murcia,2,", 3 kms/n",carreteramazarron,,carreteramazarron,Region de Murcia," carreteramazarron, 2, Region de Murcia, España","Carretera Mazarrón, 2, Totana, Región de Murcia, España",,Carretera Mazarrón,2,Totana,Murcia,Región de Murcia,Spain,30850,,37.7570933,-1.4829607,", 3 kms/n"
932,calle,finca el pino s/ns/n,la palma,murcia,,,finca el pino s/ns/n,,finca el pino s/ns/n,Region de Murcia,"calle finca el pino s/ns/n, , Region de Murcia, España",,,,,,,,,,,,,
933,,apartamentoaldeas de taray 295,la manga del mar menor,murcia,295,,apartamentoaldeas de taray,,apartamentoaldeas de taray,Region de Murcia," apartamentoaldeas de taray, 295, Region de Murcia, España","Apartamentos Aldeas De Taray Club, Región de Murcia, España",,,295,,Murcia,Region of Murcia,Spain,,Apartamentos Aldeas De Taray Club,37.7722981,-0.7449783,295 
934,calle,caballete 21,la aparecida,murcia,21,,caballete,,caballete,Region de Murcia,"calle caballete, 21, Region de Murcia, España","Calle Caballete, 21, La Aparecida, Región de Murcia, España",Calle,Caballete,21,La Aparecida,Murcia,Región de Murcia,Spain,30395,,37.6690082,-0.9574708999999999,
935,calle,urbanizacion superaticos playaavenida la manga 2333 ndg,la manga del mar menor,murcia,23,ndg,urbanizacion superaticos playaavenida la manga   ndg,2333 nd,urbanizacion superaticos playaavenida la manga,Region de Murcia,"calle urbanizacion superaticos playaavenida la manga, 23, Region de Murcia, España","Residencial Superaticos Playa, La Manga, Región de Murcia, España",,,23,La Manga,Murcia,Region of Murcia,Spain,,,37.7080313,-0.7429155,ndg
936,,carreteraa la aljorrasnbajo 1 ndg,el albujon,murcia,1,ndg,carreteraa la aljorrasnbajo   ndg,1 nd,carreteraa la aljorrasnbajo,Region de Murcia," carreteraa la aljorrasnbajo, 1, Region de Murcia, España","Calle de la, 1, Alhama de Murcia, Región de Murcia, España",Calle,de la,1,Alhama de Murcia,Murcia,Región de Murcia,Spain,30840,,37.8538802,-1.426066,ndg
937,calle,"aldeas de taray, apto.  159",la manga del mar menor,murcia,159,,aldeas de taray,,aldeas de taray,Region de Murcia,"calle aldeas de taray, 159, Region de Murcia, España","Aldeas de Taray, Gran Vía de la Manga, La Manga, Región de Murcia, España",,Gran Vía de la Manga,km. 17,San Javier,Murcia,Región de Murcia,Spain,30380,Aldeas de Taray,37.7721493,-0.7457155,159 
938,avenida,calle afrodita 265,los alcazares,murcia,265,,calle afrodita,,calle afrodita,Region de Murcia,"avenida calle afrodita, 265, Region de Murcia, España","Calle Afrodita, 265, Murcia, Región de Murcia, España",Calle,Afrodita,265,El Palmar,Murcia,Región de Murcia,Spain,30120,,37.9373602,-1.1660857,
939,calle,camino romano 18 a,la puebla,murcia,18,a,camino romano   a,,camino romano,Region de Murcia,"calle camino romano, 18, Region de Murcia, España","Calle Camino Romano, 18, La Puebla, Región de Murcia, España",,Camino a los Romanos,18,La Puebla,Murcia,Región de Murcia,Spain,30395,,37.71823,-0.9217799999999999,a
940,,p.i. la palmaoliva nnd  16  nave  4,la palma,murcia,16,nave 4,p.i. la palmaoliva nnd     nave,,p.i. la palmaoliva,Region de Murcia," p.i. la palmaoliva, 16, Region de Murcia, España",,,,,,,,,,,,,nave 4
941,,lloret 1 ribera beach fase  2   41,corvera,murcia,1,ribera beach fase  2   41,lloret   ribera beach fase,,lloret,Region de Murcia," lloret, 1, Region de Murcia, España","Calle Lloret, 1, Mar de Cristal, Región de Murcia, España",Calle,Borromini,1,Mar de Cristal,Murcia,Región de Murcia,Spain,30384,,37.6397199,-0.76386,ribera beach fase  2   41
942,calle,"comunidad mares  2 isla cunillera,  1  - con calle gongora 11 b",mar de cristal,murcia,2,"isla cunillera,  1  - con calle gongora 11 b",comunidad mares    isla cunillera,,comunidad mares   isla cunillera,Region de Murcia,"calle comunidad mares   isla cunillera, 2, Region de Murcia, España","Calle Comunidad, Cabezo de Torres, Región de Murcia, España",Calle,Comunidad,2,Cabezo de Torres,Murcia,Región de Murcia,Spain,30110,,38.0243116,-1.1262545,"isla cunillera,  1  - con calle gongora 11 b"
943,calle,juan lopez nnd 17,pozo estrecho,murcia,17,,juan lopez nnd,,juan lopez,Region de Murcia,"calle juan lopez, 17, Region de Murcia, España","Calle Juan López, 17, Alcantarilla, Región de Murcia, España",Calle,Perito Agrícola Juan López,17,Alcantarilla,Murcia,Región de Murcia,Spain,30837,,37.9755043,-1.2229227,
944,calle,malgrat de mar 4516,los (murcia) dolores,murcia,45,,malgrat de mar,,malgrat de mar,Region de Murcia,"calle malgrat de mar, 45, Region de Murcia, España","Calle Malgrat de Mar, 45, Cartagena, Región de Murcia, España",Calle,Malgrat de Mar,45,Cartagena,Murcia,Región de Murcia,Spain,30310,,37.6428873,-1.0123145,
945,,urbanizacion las fincas nnd 4,la (pozo estrecho) loma,murcia,4,,urbanizacion las fincas nnd,,urbanizacion las fincas,Region de Murcia," urbanizacion las fincas, 4, Region de Murcia, España","A-4, Cabezo de Torres, Región de Murcia, España",,A-4,4,Cabezo de Torres,Murcia,Región de Murcia,Spain,,,38.0266869,-1.1275289,
946,calle,bajopuerto bello jab 1,la manga del mar menor,murcia,1,,bajopuerto bello jab,,bajopuerto bello jab,Region de Murcia,"calle bajopuerto bello jab, 1, Region de Murcia, España",,,,,,,,,,,,,
947,,"costa manga  3  esc  5 ,  1 ndl",la manga del mar menor,murcia,3,"esc 5 ,  1 ndl",costa manga     esc,1 nd,costa manga    esc,Region de Murcia," costa manga    esc, 3, Region de Murcia, España","Travesía Martínez Costa, 3, Monteagudo, Región de Murcia, España",,Travesía Martínez Costa 3,3,Monteagudo,Murcia,Región de Murcia,Spain,30160,,38.0202838,-1.0999054,"esc 5 ,  1 ndl"
948,calle,hernan cortes  5,pozo estrecho,murcia,5,,hernan cortes,,hernan cortes,Region de Murcia,"calle hernan cortes, 5, Region de Murcia, España","Calle Hernán Cortés, 5, Yecla, Región de Murcia, España",Calle,Hernán Cortés,5,Yecla,Murcia,Región de Murcia,Spain,30510,,38.61441780000001,-1.1227705,
949,,casco urbanizacion anoaldeas de taray 56,la manga del mar menor,murcia,56,,casco urbanizacion anoaldeas de taray,,casco urbanizacion anoaldeas de taray,Region de Murcia," casco urbanizacion anoaldeas de taray, 56, Region de Murcia, España","Aldeas de Taray, Gran Vía de la Manga, La Manga, Región de Murcia, España",,Gran Vía de la Manga,km. 17,San Javier,Murcia,Región de Murcia,Spain,30380,Aldeas de Taray,37.7721493,-0.7457155,56 
950,calle,sucre 37,la vaguada,murcia,37,,sucre,,sucre,Region de Murcia,"calle sucre, 37, Region de Murcia, España","Calle Sucre, 37, Cartagena, Región de Murcia, España",Calle,Sucre,37,Cartagena,Murcia,Región de Murcia,Spain,30394,,37.6144597,-1.0245474,
951,calle,"verdemar  3 , e 18",playa honda,murcia,3,", e 18",verdemar,,verdemar,Region de Murcia,"calle verdemar, 3, Region de Murcia, España","Calle Region de Murcia, 3, Jaén, España",Calle,Region de Murcia,3,Jaén,Jaén,Andalucía,Spain,23008,,37.7810128,-3.7923253,", e 18"
952,calle,sierra tigre 1,el albujon,murcia,1,,sierra tigre,,sierra tigre,Region de Murcia,"calle sierra tigre, 1, Region de Murcia, España","Calle Sierra del Tigre, 1, El Albujón, Región de Murcia, España",Calle,Sierra del Tigre,1,El Albujón,Murcia,Región de Murcia,Spain,30330,,37.7179828,-1.0437827,
953,calle,mondrian 16,mar de cristal,murcia,16,,mondrian,,mondrian,Region de Murcia,"calle mondrian, 16, Region de Murcia, España","Calle Mondrian, 16, Mar de Cristal, Región de Murcia, España",Calle,Mondrian,16,Mar de Cristal,Murcia,Región de Murcia,Spain,30384,,37.6399769,-0.7682142,
954,calle,dios dragon s/n,mar de cristal,murcia,,,dios dragon s/n,,dios dragon s/n,Region de Murcia,"calle dios dragon s/n, , Region de Murcia, España",,,,,,,,,,,,,
955,calle,finca lo parrenos/npbj,la puebla,murcia,,,finca lo parrenos/npbj,,finca lo parrenos/npbj,Region de Murcia,"calle finca lo parrenos/npbj, , Region de Murcia, España","Calle Finca, Murcia, Región de Murcia, España",Calle,Finca,,Los Garres,Murcia,Región de Murcia,Spain,30158,,37.9573312,-1.0893079,
956,calle,hermanos quintero 22,miranda,murcia,22,,hermanos quintero,,hermanos quintero,Region de Murcia,"calle hermanos quintero, 22, Region de Murcia, España","Calle Hermanos Quintero, 22, Cartagena, Región de Murcia, España",Calle,Hermanos Quintero,22,Cartagena,Murcia,Región de Murcia,Spain,30319,,37.678347,-1.0230304,
957,calle,san juan  43 a,el albujon,murcia,43,a,san juan    a,,san juan,Region de Murcia,"calle san juan, 43, Region de Murcia, España","Calle San Juan, 43, Puerto de Mazarrón, Región de Murcia, España",Calle,s Mar de Plata,43,Puerto de Mazarrón,Murcia,Región de Murcia,Spain,30868,,37.5795375,-1.2393174,a
958,calle,albatros  3 orozco 22  bajo c,mar de cristal,murcia,3,orozco 22  bajo c,albatros    orozco    bajo c,,albatros,Region de Murcia,"calle albatros, 3, Region de Murcia, España","Calle Albatros, 3, Murcia, Región de Murcia, España",Calle,Albatros,3,Murcia,Murcia,Región de Murcia,Spain,30565,,38.0086054,-1.2353065,orozco 22  bajo c
959,,san pedro pescador  2424,vista alegre,murcia,24,,san pedro pescador,,san pedro pescador,Region de Murcia," san pedro pescador, 24, Region de Murcia, España","Calle San Pedro Pescador, 24, Cartagena, Región de Murcia, España",Calle,San Pedro Pescador,24,Cartagena,Murcia,Región de Murcia,Spain,30399,,37.6070107,-0.9430538,
960,calle,bajoalfonso xiii 46,los (los dolores) dolores,murcia,46,,bajoalfonso xiii,,bajoalfonso xiii,Region de Murcia,"calle bajoalfonso xiii, 46, Region de Murcia, España","Calle, 46, Calar de la Santa, Región de Murcia, España",,Calle,46,Calar de la Santa,Murcia,Región de Murcia,Spain,30441,,38.1793723,-2.1730815,
961,calle,de la muneca 6,la puebla,murcia,6,,de la muneca,,de la muneca,Region de Murcia,"calle de la muneca, 6, Region de Murcia, España","Calle de la, Alhama de Murcia, Región de Murcia, España",Calle,de la,6,Alhama de Murcia,Murcia,Región de Murcia,Spain,30840,,37.8537654,-1.4258323,
962,calle,colibri 7,el gimenado,murcia,7,,colibri,,colibri,Region de Murcia,"calle colibri, 7, Region de Murcia, España","Calle Colibrí, 7, Puerto de Mazarrón, Región de Murcia, España",Calle,Colibrí,7,Puerto de Mazarrón,Murcia,Región de Murcia,Spain,30860,,37.5712546,-1.2710096,
963,calle,ala  4 edificio torremares 11 b,calarreona (cabo de palos),murcia,4,edificio torremares 11 b,ala    edificio torremares   b,,ala,Region de Murcia,"calle ala, 4, Region de Murcia, España","Calle Polígono Industrial D & Calle Polígono Industrial 4, Región de Murcia, España",,,4,,Murcia,Región de Murcia,Spain,30140,,38.0762356,-1.059272,edificio torremares 11 b
964,calle,caballete 26,la aparecida,murcia,26,,caballete,,caballete,Region de Murcia,"calle caballete, 26, Region de Murcia, España","Calle Caballete, 26, La Aparecida, Región de Murcia, España",Calle,Caballete,26,La Aparecida,Murcia,Región de Murcia,Spain,30395,,37.6691941,-0.9571860999999999,
965,calle,manga azul 56 ndd,la manga del mar menor,murcia,56,ndd,manga azul   ndd,56 nd,manga azul,Region de Murcia,"calle manga azul, 56, Region de Murcia, España","Calle de la Manga, Murcia, Región de Murcia, España",Calle,de la Manga,56,Murcia,Murcia,Región de Murcia,Spain,30005,,37.9876207,-1.1374107,ndd
966,calle,"alfonso xiii,  14   3 nd izq.",los (murcia) dolores,murcia,14,3izq.,alfonso xiii,3 nd,alfonso xiii,Region de Murcia,"calle alfonso xiii, 14, Region de Murcia, España","Calle Alfonso XIII, 14, Cartagena, Región de Murcia, España",Calle,Alfonso XIII,14,Cartagena,Murcia,Región de Murcia,Spain,30310,,37.6387834,-1.0028713,3izq.
967,calle,bartolome ferro 4 bajo,la palma,murcia,4,bajo,bartolome ferro   bajo,,bartolome ferro,Region de Murcia,"calle bartolome ferro, 4, Region de Murcia, España","Calle Bartolomé Ferro, 4, La Palma, Región de Murcia, España",Calle,Bartolomé Ferro,4,La Palma,Murcia,Región de Murcia,Spain,30593,,37.6886149,-0.9578392,bajo
968,calle,san isidoro  77 bajo,miranda,murcia,77,bajo,san isidoro    bajo,,san isidoro,Region de Murcia,"calle san isidoro, 77, Region de Murcia, España","Calle San Isidoro, 77, Cartagena, Región de Murcia, España",Calle,San Isidoro,77,Cartagena,Murcia,Región de Murcia,Spain,30310,,37.6309821,-0.997539,bajo
969,avenida,calle nerea 5,los alcazares,murcia,5,,calle nerea,,calle nerea,Region de Murcia,"avenida calle nerea, 5, Region de Murcia, España","Calle Nerea, 5, Los Alcázares, Región de Murcia, España",Calle,Nerea,5,Los Alcázares,Murcia,Región de Murcia,Spain,30710,,37.7619699,-0.8432605,
970,calle,"san lucas,  13  bajo",el albujon,murcia,13,bajo,san lucas,,san lucas,Region de Murcia,"calle san lucas, 13, Region de Murcia, España","Calle San Lucas, 13, La Aljorra, Región de Murcia, España",Calle,San Lucas,13,La Aljorra,Murcia,Región de Murcia,Spain,30390,,37.68961880000001,-1.0664144,bajo
971,calle,rolde  5,la aparecida,murcia,5,,rolde,,rolde,Region de Murcia,"calle rolde, 5, Region de Murcia, España","Calle Rolde, 5, La Aparecida, Región de Murcia, España",Calle,Rolde,5,La Aparecida,Murcia,Región de Murcia,Spain,30395,,37.6662161,-0.9559526999999999,
972,calle,"los ruices,  17  b",los (los martinez del puerto) ruices,murcia,17,b,los ruices,,los ruices,Region de Murcia,"calle los ruices, 17, Region de Murcia, España","Calle los Ruices, 17, La Hoya, Región de Murcia, España",Calle,los Ruices,17,La Hoya,Murcia,Región de Murcia,Spain,30816,,37.7081208,-1.5924914,b
973,calle,san martin de porres  13,vista alegre,murcia,13,,san martin de porres,,san martin de porres,Region de Murcia,"calle san martin de porres, 13, Region de Murcia, España","Calle San Martín de Porres, 13, Cartagena, Región de Murcia, España",Calle,San Martín de Porres,13,Cartagena,Murcia,Región de Murcia,Spain,30203,,37.609437,-0.9854672,
974,calle,martin pescador  1 bajo,estrecho de san gines,murcia,1,bajo,martin pescador    bajo,,martin pescador,Region de Murcia,"calle martin pescador, 1, Region de Murcia, España","Calle Martín Pescador, 1, Estrecho de San Gines, Región de Murcia, España",Calle,Martín Pescador,1,Estrecho de San Gines,Murcia,Región de Murcia,Spain,30381,,37.6289896,-0.8291078,bajo
975,calle,"plaza alfonso  13 ,  3",estrecho de san gines,murcia,13,", 3",plaza alfonso,,plaza alfonso,Region de Murcia,"calle plaza alfonso, 13, Region de Murcia, España","Plaza Alfonso XIII, Santomera, Región de Murcia, España",,Plaza Alfonso XIII,13,Santomera,Murcia,Región de Murcia,Spain,30140,,38.0616543,-1.0475645,", 3"
976,calle,ugralcacil 181 a,gea y truyols,murcia,181,a,ugralcacil   a,,ugralcacil,Region de Murcia,"calle ugralcacil, 181, Region de Murcia, España","Calle Region de Murcia, 181, Jaén, España",Calle,Region de Murcia,181,Jaén,Jaén,Andalucía,Spain,,,37.7813887,-3.7919021,a
977,calle,ugralcacil 42 bajoa,gea y truyols,murcia,42,bajoa,ugralcacil   bajoa,,ugralcacil,Region de Murcia,"calle ugralcacil, 42, Region de Murcia, España","Calle Region de Murcia, 42, Jaén, España",Calle,Region de Murcia,42,Jaén,Jaén,Andalucía,Spain,23008,,37.7816107,-3.7913228,bajoa
978,,cangel ferrant 50,la palma,murcia,50,,cangel ferrant,,cangel ferrant,Region de Murcia," cangel ferrant, 50, Region de Murcia, España","Calle Ángel Ferrant, 50, La Palma, Región de Murcia, España",Calle,Ángel Ferrant,50,La Palma,Murcia,Región de Murcia,Spain,30593,,37.6855382,-0.9623780999999999,
979,calle,pizarra  3 bajo,los (canteras) roses,murcia,3,bajo,pizarra    bajo,,pizarra,Region de Murcia,"calle pizarra, 3, Region de Murcia, España","Calle Pizarra, 3, Canteras, Región de Murcia, España",Calle,Pizarra,3,Canteras,Murcia,Región de Murcia,Spain,30394,,37.6136453,-1.0462136,bajo
